instruction,score,total_tokens,workflow,requirements,wgf1
您的任务是构建一个机器学习模型，帮助我预测野生蓝莓的产量。,0.5,14206,"{""edges"": [{""edge_id"": ""10782"", ""source_node_id"": ""13792"", ""target_node_id"": ""13793""}, {""edge_id"": ""10783"", ""source_node_id"": ""13793"", ""target_node_id"": ""2509""}], ""nodes"": [{""node_id"": ""13792"", ""widget_name"": ""SQL Table"", ""node_name"": ""训练数据"", ""node_params"": {""table_name"": ""obesity_cvd_risk_train"", ""target_column"": ""NObeyesdad""}, ""matched"": false}, {""node_id"": ""13793"", ""widget_name"": ""One Hot Encoder"", ""node_name"": ""独热编码处理"", ""node_params"": {""encode_vars"": [""Gender"", ""family_history_with_overweight"", ""FAVC"", ""CAEC"", ""SMOKE"", ""SCC"", ""CALC"", ""MTRANS""]}, ""matched"": false}, {""node_id"": ""2509"", ""widget_name"": ""Random Forest"", ""node_name"": ""随机森林模型"", ""node_params"": {""n_estimators"": 10, ""use_max_features"": false, ""max_features"": ""auto"", ""use_random_state"": false, ""use_max_depth"": false, ""max_depth"": 3, ""use_min_samples_split"": true, ""min_samples_split"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2082"", ""source_node_id"": ""2507"", ""target_node_id"": ""2509""}], ""step_requirements"": [{""node_id"": ""2507"", ""algorithm_step_name"": ""Tabular Dataset Loading"", ""node_name"": ""野生蓝莓产量训练数据"", ""node_params"": {""table_name"": ""wild_blueberry_yield_train"", ""target_column"": ""yield""}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2509"", ""algorithm_step_name"": ""XGBoost"", ""node_name"": ""XGBoost模型"", ""node_params"": {}, ""contrast_level"": 0, ""node_type"": ""model""}]}",0.4
20 世纪 80 年代，Carden & Cherry 公司用欧内斯特的形象为便利食品超市做广告。您的任务是根据媒体宣传成本的训练数据去构建一个机器学习模型，帮助我们预测食品超市的媒体宣传成本。,1.0,13790,"{""edges"": [{""edge_id"": ""10784"", ""source_node_id"": ""2510"", ""target_node_id"": ""13796""}, {""edge_id"": ""10785"", ""source_node_id"": ""13796"", ""target_node_id"": ""2512""}], ""nodes"": [{""node_id"": ""2510"", ""widget_name"": ""SQL Table"", ""node_name"": ""媒体宣传成本训练数据"", ""node_params"": {""table_name"": ""media_campaign_cost_train"", ""target_column"": ""cost""}, ""matched"": true}, {""node_id"": ""13796"", ""widget_name"": ""One Hot Encoder"", ""node_name"": ""独热编码处理"", ""node_params"": {""encode_vars"": [""recyclable_package"", ""low_fat"", ""coffee_bar"", ""video_store"", ""salad_bar"", ""prepared_food"", ""florist""]}, ""matched"": false}, {""node_id"": ""2512"", ""widget_name"": ""Random Forest"", ""node_name"": ""随机森林模型"", ""node_params"": {""n_estimators"": 10, ""use_max_features"": false, ""max_features"": ""auto"", ""use_random_state"": false, ""use_max_depth"": false, ""max_depth"": 3, ""use_min_samples_split"": true, ""min_samples_split"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2086"", ""source_node_id"": ""2510"", ""target_node_id"": ""2512""}], ""step_requirements"": [{""node_id"": ""2510"", ""algorithm_step_name"": ""Tabular Dataset Loading"", ""node_name"": ""便利食品超市广告训练数据"", ""node_params"": {""table_name"": ""media_campaign_cost_train"", ""target_column"": ""cost""}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2512"", ""algorithm_step_name"": ""XGBoost"", ""node_name"": ""XGBoost模型"", ""node_params"": {}, ""contrast_level"": 0, ""node_type"": ""model""}]}",0.8
标准普尔500指数（S&P500）是世界上最著名的金融测试基准。你的任务是构建一个时序预测模型，根据历史的标准普尔500指数来预测未来的S&P500的值。,1.0,11106,"{""edges"": [{""edge_id"": ""11066"", ""source_node_id"": ""2523"", ""target_node_id"": ""14139""}, {""edge_id"": ""11067"", ""source_node_id"": ""14139"", ""target_node_id"": ""2524""}], ""nodes"": [{""node_id"": ""2523"", ""widget_name"": ""SQL Table"", ""node_name"": ""标准普尔500指数历史训练数据"", ""node_params"": {""table_name"": ""sp500_index"", ""target_column"": ""SP500""}, ""matched"": true}, {""node_id"": ""14139"", ""widget_name"": ""One Hot Encoder"", ""node_name"": ""独热编码处理"", ""node_params"": {""encode_vars"": []}, ""matched"": false}, {""node_id"": ""2524"", ""widget_name"": ""ARIMA Model"", ""node_name"": ""ARIMA时序预测模型"", ""node_params"": {""forecast_steps"": 3}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2094"", ""source_node_id"": ""2523"", ""target_node_id"": ""2524""}], ""step_requirements"": [{""node_id"": ""2523"", ""algorithm_step_name"": ""Tabular Dataset Loading"", ""node_name"": ""S&P500历史数据"", ""node_params"": {""table_name"": ""sp500_index"", ""target_column"": ""SP500""}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2524"", ""algorithm_step_name"": ""VAR Model"", ""node_name"": ""时序预测模型"", ""node_params"": {}, ""contrast_level"": 0, ""node_type"": ""model""}]}",0.8
帮我训练一个模型，它能够根据历史电量销售数据，预测未来的电量销售额。,1.0,8247,"{""edges"": [{""edge_id"": ""11068"", ""source_node_id"": ""2536"", ""target_node_id"": ""2537""}], ""nodes"": [{""node_id"": ""2536"", ""widget_name"": ""SQL Table"", ""node_name"": ""历史电量销售训练数据"", ""node_params"": {""table_name"": ""electricity_sales"", ""target_column"": ""sales""}, ""matched"": true}, {""node_id"": ""2537"", ""widget_name"": ""VAR Model"", ""node_name"": ""VAR时序预测模型"", ""node_params"": {""forecast_steps"": 12}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2099"", ""source_node_id"": ""2536"", ""target_node_id"": ""2537""}], ""step_requirements"": [{""node_id"": ""2536"", ""algorithm_step_name"": ""Tabular Dataset Loading"", ""node_name"": ""历史电量销售数据"", ""node_params"": {""table_name"": ""electricity_sales"", ""target_column"": ""sales""}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2537"", ""algorithm_step_name"": ""VAR Model"", ""node_name"": ""VAR时序预测模型"", ""node_params"": {}, ""contrast_level"": 0, ""node_type"": ""model""}]}",1.0
你的任务是根据前一年大气中二氧化碳的月平均浓度，预测下一年大气中二氧化碳的月平均浓度。,0.5,13443,"{""edges"": [], ""nodes"": [{""node_id"": ""2546"", ""widget_name"": ""ARIMA Model"", ""node_name"": ""ARIMA时序预测模型"", ""node_params"": {""forecast_steps"": 12}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2104"", ""source_node_id"": ""2545"", ""target_node_id"": ""2546""}], ""step_requirements"": [{""node_id"": ""2545"", ""algorithm_step_name"": ""Tabular Dataset Loading"", ""node_name"": ""历史二氧化碳月平均浓度数据"", ""node_params"": {""table_name"": ""atmospheric_carbon_dioxide"", ""target_column"": ""Average""}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2546"", ""algorithm_step_name"": ""VAR Model"", ""node_name"": ""VAR时序预测模型"", ""node_params"": {}, ""contrast_level"": 0, ""node_type"": ""model""}]}",0.6667
我需要你帮我构建一个模型，用于判断一篇新闻是真新闻还是假新闻。,1.0,5193,"{""edges"": [{""edge_id"": ""11070"", ""source_node_id"": ""2547"", ""target_node_id"": ""2548""}], ""nodes"": [{""node_id"": ""2547"", ""widget_name"": ""Text"", ""node_name"": ""新闻文本数据"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2548"", ""widget_name"": ""Text Classification"", ""node_name"": ""文本分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""BERT"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2105"", ""source_node_id"": ""2547"", ""target_node_id"": ""2548""}], ""step_requirements"": [{""node_id"": ""2547"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2548"", ""algorithm_step_name"": ""Text Classification Model"", ""node_name"": ""文本分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你的任务是帮我训练一个模型，用于进行情感分类。,1.0,5160,"{""edges"": [{""edge_id"": ""11071"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""nodes"": [{""node_id"": ""2549"", ""widget_name"": ""Text"", ""node_name"": ""情感分类数据集"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2550"", ""widget_name"": ""Text Classification"", ""node_name"": ""文本分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""BERT"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2106"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""step_requirements"": [{""node_id"": ""2549"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2550"", ""algorithm_step_name"": ""Text Classification Model"", ""node_name"": ""文本分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
请您利用含有大量电子邮件内容的文本数据，这些数据已经由人工进行了是否为垃圾邮件的标注，基于这些信息来训练一个用于检测垃圾邮件的模型。,1.0,5263,"{""edges"": [{""edge_id"": ""11072"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""nodes"": [{""node_id"": ""2549"", ""widget_name"": ""Text"", ""node_name"": ""邮件内容加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2550"", ""widget_name"": ""Text Classification"", ""node_name"": ""文本分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""BERT"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2106"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""step_requirements"": [{""node_id"": ""2549"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2550"", ""algorithm_step_name"": ""Text Classification Model"", ""node_name"": ""文本分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
为了解全国各地麦当劳店的顾客体验和意见，我需要你帮我训练一个模型，用于根据用户评论，判断客户的满意等级。,1.0,5192,"{""edges"": [{""edge_id"": ""11073"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""nodes"": [{""node_id"": ""2549"", ""widget_name"": ""Text"", ""node_name"": ""用户评论数据"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2550"", ""widget_name"": ""Text Classification"", ""node_name"": ""文本分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""BERT"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2106"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""step_requirements"": [{""node_id"": ""2549"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2550"", ""algorithm_step_name"": ""Text Classification Model"", ""node_name"": ""文本分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
BBC新闻文章涵盖体育、商业、政治、科技和娱乐等多个领域。你的任务是训练一个文本分类模型，用于对新闻内容进行主题分类。,1.0,5190,"{""edges"": [{""edge_id"": ""11074"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""nodes"": [{""node_id"": ""2549"", ""widget_name"": ""Text"", ""node_name"": ""BBC新闻文章"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2550"", ""widget_name"": ""Text Classification"", ""node_name"": ""文本分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""BERT"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2106"", ""source_node_id"": ""2549"", ""target_node_id"": ""2550""}], ""step_requirements"": [{""node_id"": ""2549"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2550"", ""algorithm_step_name"": ""Text Classification Model"", ""node_name"": ""文本分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你的任务是帮我训练一个能够将英文转换为法语的模型。,1.0,5191,"{""edges"": [{""edge_id"": ""11075"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""nodes"": [{""node_id"": ""2551"", ""widget_name"": ""Text"", ""node_name"": ""英法对照句子数据集"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2552"", ""widget_name"": ""Translation"", ""node_name"": ""机器翻译模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""Seq2Seq"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2107"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""step_requirements"": [{""node_id"": ""2551"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2552"", ""algorithm_step_name"": ""Text Translation Model"", ""node_name"": ""机器翻译模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你的任务是帮我训练一个翻译器，它能够将德语翻译为英语。,1.0,4403,"{""edges"": [{""edge_id"": ""11076"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""nodes"": [{""node_id"": ""2551"", ""widget_name"": ""Text"", ""node_name"": ""德语到英语翻译数据集"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2552"", ""widget_name"": ""Translation"", ""node_name"": ""机器翻译模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""Seq2Seq"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2107"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""step_requirements"": [{""node_id"": ""2551"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2552"", ""algorithm_step_name"": ""Text Translation Model"", ""node_name"": ""机器翻译模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
帮我训练一个能够将汉语翻译为英文的翻译器。,1.0,4377,"{""edges"": [{""edge_id"": ""11077"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""nodes"": [{""node_id"": ""2551"", ""widget_name"": ""Text"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2552"", ""widget_name"": ""Translation"", ""node_name"": ""机器翻译模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""Seq2Seq"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2107"", ""source_node_id"": ""2551"", ""target_node_id"": ""2552""}], ""step_requirements"": [{""node_id"": ""2551"", ""algorithm_step_name"": ""Text Dataset Loading"", ""node_name"": ""文本加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2552"", ""algorithm_step_name"": ""Text Translation Model"", ""node_name"": ""机器翻译模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
我这里有很多骨折和非骨折X光图像，涵盖人体所有解剖区域，包括下肢、上肢、腰部、髋部、膝盖等。你的任务是帮我训练一个模型，能够根据X光图像识别其是否骨折。,1.0,5398,"{""edges"": [{""edge_id"": ""11078"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""nodes"": [{""node_id"": ""2553"", ""widget_name"": ""Image"", ""node_name"": ""骨折和非骨折图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2554"", ""widget_name"": ""Image Classification"", ""node_name"": ""图像分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""ResNet50"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2108"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""step_requirements"": [{""node_id"": ""2553"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2554"", ""algorithm_step_name"": ""Image Classification Model"", ""node_name"": ""图像分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你的工作是将一个模型训练到能通过动物图片准确判断动物种类的程度。,1.0,4993,"{""edges"": [{""edge_id"": ""11079"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""nodes"": [{""node_id"": ""2553"", ""widget_name"": ""Image"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2554"", ""widget_name"": ""Image Classification"", ""node_name"": ""图像分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""ResNet50"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2108"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""step_requirements"": [{""node_id"": ""2553"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2554"", ""algorithm_step_name"": ""Image Classification Model"", ""node_name"": ""图像分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
帮我训练一个模型，用于区分悲伤和快乐的人脸图像。,1.0,5413,"{""edges"": [{""edge_id"": ""11080"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""nodes"": [{""node_id"": ""2553"", ""widget_name"": ""Image"", ""node_name"": ""悲伤和快乐人脸图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2554"", ""widget_name"": ""Image Classification"", ""node_name"": ""图像分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""ResNet50"", ""epoch"": 5, ""learning_rate"": 0.01, ""batch_size"": 10}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2108"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""step_requirements"": [{""node_id"": ""2553"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2554"", ""algorithm_step_name"": ""Image Classification Model"", ""node_name"": ""图像分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你的任务是训练一个模型，用于X射线图像的识别，判断一张图片是否为X射线。,0.6667,5229,"{""edges"": [{""edge_id"": ""11081"", ""source_node_id"": ""14169"", ""target_node_id"": ""2554""}], ""nodes"": [{""node_id"": ""2553"", ""widget_name"": ""Image"", ""node_name"": ""X射线图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""14169"", ""widget_name"": ""Image"", ""node_name"": ""非X射线图像加载节点"", ""node_params"": {}, ""matched"": false}, {""node_id"": ""2554"", ""widget_name"": ""Image Classification"", ""node_name"": ""图像分类模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""ResNet50"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2108"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""step_requirements"": [{""node_id"": ""2553"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2554"", ""algorithm_step_name"": ""Image Classification Model"", ""node_name"": ""图像分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",0.8
你的任务是训练一个检测植物病害的机器学习模型，它能够根据植物图片判断植物患了哪一类病。,0.5,5334,"{""edges"": [{""edge_id"": ""11082"", ""source_node_id"": ""2553"", ""target_node_id"": ""14172""}], ""nodes"": [{""node_id"": ""2553"", ""widget_name"": ""Image"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""14172"", ""widget_name"": ""Object Detection"", ""node_name"": ""目标检测模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""yolov3"", ""backbone"": ""DarkNet53"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": false}]}","{""dependency_requirements"": [{""edge_id"": ""2108"", ""source_node_id"": ""2553"", ""target_node_id"": ""2554""}], ""step_requirements"": [{""node_id"": ""2553"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2554"", ""algorithm_step_name"": ""Image Classification Model"", ""node_name"": ""图像分类模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",0.5
你的任务是训练一个模型，用于识别图片中有哪些车辆，以及车辆在图中的位置。,0.5,5071,"{""edges"": [], ""nodes"": [{""node_id"": ""2555"", ""widget_name"": ""Image"", ""node_name"": ""车辆图片加载节点"", ""node_params"": {}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2109"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""step_requirements"": [{""node_id"": ""2555"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2556"", ""algorithm_step_name"": ""Object Detection Model"", ""node_name"": ""目标检测模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",0.6667
您需要训练一个模型，以识别和定位图像中的牛仔装及配饰的边界和区域。,1.0,5578,"{""edges"": [{""edge_id"": ""11083"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""nodes"": [{""node_id"": ""2555"", ""widget_name"": ""Image"", ""node_name"": ""穿着牛仔装及配饰图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2556"", ""widget_name"": ""Object Detection"", ""node_name"": ""目标检测模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""yolov3"", ""backbone"": ""DarkNet53"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2109"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""step_requirements"": [{""node_id"": ""2555"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2556"", ""algorithm_step_name"": ""Object Detection Model"", ""node_name"": ""目标检测模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你需要为自动驾驶汽车训练一个交通标志识别模型，这个模型能够识别图像中有哪些交通标志以及这些交通标志在图像中的位置。,1.0,7488,"{""edges"": [{""edge_id"": ""11084"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""nodes"": [{""node_id"": ""2555"", ""widget_name"": ""Image"", ""node_name"": ""交通标志图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2556"", ""widget_name"": ""Object Detection"", ""node_name"": ""目标检测模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""yolov3"", ""backbone"": ""DarkNet53"", ""epoch"": 3, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2109"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""step_requirements"": [{""node_id"": ""2555"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2556"", ""algorithm_step_name"": ""Object Detection Model"", ""node_name"": ""目标检测模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
你需要开发一个模型，它能分析医疗图像，目的是精确定位并识别图像中脑肿瘤的具体位置和范围。这个模型将助力医疗专业人员通过图像上的标记来获取关键信息，进而为患者制定针对性的治疗计划。,1.0,6737,"{""edges"": [{""edge_id"": ""11085"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""nodes"": [{""node_id"": ""2555"", ""widget_name"": ""Image"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2556"", ""widget_name"": ""Object Detection"", ""node_name"": ""目标检测模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""MaskRCNN"", ""backbone"": ""DarkNet53"", ""epoch"": 10, ""learning_rate"": 0.01, ""batch_size"": 2}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2109"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""step_requirements"": [{""node_id"": ""2555"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2556"", ""algorithm_step_name"": ""Object Detection Model"", ""node_name"": ""目标检测模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
对渔船的检测有助于监控捕鱼活动和防止过度捕捞，你的任务是训练一个模型用于检测图像中船只所在位置。,1.0,4836,"{""edges"": [{""edge_id"": ""11086"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""nodes"": [{""node_id"": ""2555"", ""widget_name"": ""Image"", ""node_name"": ""船只图像加载节点"", ""node_params"": {}, ""matched"": true}, {""node_id"": ""2556"", ""widget_name"": ""Object Detection"", ""node_name"": ""目标检测模型"", ""node_params"": {""frame"": ""pytorch"", ""select_model"": ""FasterRCNN"", ""backbone"": ""ResNet50"", ""epoch"": 5, ""learning_rate"": 0.001, ""batch_size"": 4}, ""matched"": true}]}","{""dependency_requirements"": [{""edge_id"": ""2109"", ""source_node_id"": ""2555"", ""target_node_id"": ""2556""}], ""step_requirements"": [{""node_id"": ""2555"", ""algorithm_step_name"": ""Image Dataset Loading"", ""node_name"": ""图像加载节点"", ""node_params"": {}, ""contrast_level"": 2, ""node_type"": ""io""}, {""node_id"": ""2556"", ""algorithm_step_name"": ""Object Detection Model"", ""node_name"": ""目标检测模型"", ""node_params"": {}, ""contrast_level"": 1, ""node_type"": ""model""}]}",1.0
